vote_id,user_id,target_type,target_id,value,created_at
V0011867,U02729,post,P003553,1,2025-01-01T22:07:49
V0014042,U01903,post,P001790,1,2025-01-01T22:14:19
V0010741,U00224,post,P000126,-1,2025-01-01T22:53:19
V0014380,U00605,post,P001894,1,2025-01-02T00:19:47
V0013229,U02145,post,P000197,1,2025-01-02T00:54:04
V0012315,U01841,post,P001772,1,2025-01-02T04:08:28
V0011751,U02132,post,P003219,1,2025-01-02T05:45:21
V0003633,U02800,comment,CM0004134,-1,2025-01-02T07:48:37
V0010262,U01022,post,P002641,1,2025-01-02T08:10:06
V0013699,U02252,post,P001501,1,2025-01-02T08:35:47
V0014840,U00074,post,P002589,1,2025-01-02T08:40:36
V0005961,U01499,comment,CM0004359,1,2025-01-02T08:47:29
V0006057,U02180,post,P003630,1,2025-01-02T10:45:13
V0012202,U01638,post,P003643,1,2025-01-02T11:54:28
V0007435,U01306,post,P002682,1,2025-01-02T14:45:25
V0006685,U02902,comment,CM0003376,-1,2025-01-02T15:03:00
V0010556,U00870,post,P001098,1,2025-01-02T16:08:24
V0012643,U00313,post,P001683,-1,2025-01-02T16:09:07
V0001942,U00339,post,P003559,1,2025-01-02T21:30:49
V0002089,U01832,post,P002523,1,2025-01-02T21:54:11
V0009168,U00412,post,P000178,1,2025-01-02T22:59:17
V0005122,U02486,post,P001572,1,2025-01-03T00:57:25
V0007404,U00836,post,P003554,1,2025-01-03T05:13:38
V0001591,U00541,comment,CM0001058,1,2025-01-03T05:23:23
V0010725,U01267,post,P001431,1,2025-01-03T07:58:35
V0009399,U01662,comment,CM0003823,1,2025-01-03T08:36:05
V0006966,U00152,post,P002485,-1,2025-01-03T08:36:32
V0009754,U02735,post,P003823,1,2025-01-03T08:50:10
V0005959,U01891,comment,CM0005315,1,2025-01-03T09:04:14
V0005377,U01086,post,P002310,1,2025-01-03T09:52:43
V0009290,U00512,post,P003631,1,2025-01-03T18:00:13
V0007684,U02907,post,P002553,1,2025-01-03T18:53:16
V0013923,U02706,comment,CM0005008,1,2025-01-03T20:08:28
V0002793,U01624,comment,CM0004116,1,2025-01-03T21:10:47
V0001008,U02746,comment,CM0003597,1,2025-01-03T22:25:33
V0007257,U02596,post,P003151,1,2025-01-03T23:33:56
V0004546,U01918,post,P002500,1,2025-01-04T01:28:50
V0005777,U01272,comment,CM0005773,1,2025-01-04T02:51:10
V0001987,U02768,comment,CM0006413,1,2025-01-04T07:47:18
V0005536,U00974,post,P001910,1,2025-01-04T08:48:19
V0013778,U02309,post,P002479,1,2025-01-04T10:48:30
V0001197,U01776,post,P000980,1,2025-01-04T10:55:28
V0014926,U01543,post,P001935,1,2025-01-04T12:21:45
V0014777,U01971,post,P001068,1,2025-01-04T16:00:32
V0009226,U00281,comment,CM0006484,1,2025-01-04T17:13:20
V0002459,U00715,post,P002858,1,2025-01-04T18:37:52
V0000538,U00994,comment,CM0006082,1,2025-01-04T18:39:44
V0002190,U00055,post,P002534,-1,2025-01-04T19:00:37
V0002093,U00041,post,P000353,1,2025-01-04T19:28:20
V0002320,U00073,comment,CM0004434,1,2025-01-04T20:11:35
V0004529,U02867,post,P002833,1,2025-01-04T20:55:41
V0013121,U00707,post,P002251,1,2025-01-04T21:18:00
V0002299,U02383,post,P001721,1,2025-01-04T22:00:43
V0014612,U01015,comment,CM0002696,1,2025-01-04T22:45:24
V0011210,U00537,post,P003584,1,2025-01-04T23:04:16
V0008279,U02864,post,P001030,1,2025-01-04T23:19:04
V0004491,U01305,post,P003121,1,2025-01-05T01:07:45
V0005077,U01413,post,P002301,1,2025-01-05T03:40:19
V0003562,U02562,post,P001624,1,2025-01-05T06:42:02
V0003803,U00031,post,P003750,1,2025-01-05T08:52:46
V0007121,U02253,post,P001432,1,2025-01-05T10:44:44
V0011937,U02858,comment,CM0001830,1,2025-01-05T11:12:38
V0009184,U02695,post,P002339,1,2025-01-05T11:48:31
V0005207,U01510,post,P003293,1,2025-01-05T12:02:03
V0001781,U01995,post,P000451,1,2025-01-05T13:00:35
V0005119,U02383,post,P003328,1,2025-01-05T16:36:56
V0002005,U00507,post,P002942,1,2025-01-05T16:53:43
V0000163,U02211,post,P002792,-1,2025-01-05T18:01:13
V0008159,U00769,post,P000763,1,2025-01-05T23:15:50
V0014051,U01138,post,P001486,1,2025-01-06T02:29:52
V0013470,U01885,post,P003257,1,2025-01-06T02:44:26
V0002019,U02672,post,P002834,1,2025-01-06T03:15:57
V0008688,U00880,post,P001319,1,2025-01-06T05:13:32
V0008550,U02132,post,P000840,-1,2025-01-06T08:05:25
V0002814,U00459,post,P003705,1,2025-01-06T09:44:52
V0010443,U02504,post,P001382,1,2025-01-06T09:50:56
V0011188,U01545,post,P000973,1,2025-01-06T10:14:26
V0008035,U02957,post,P000803,-1,2025-01-06T10:24:30
V0000380,U00760,comment,CM0003976,1,2025-01-06T10:54:35
V0008695,U02507,post,P000762,1,2025-01-06T11:01:12
V0014668,U00229,post,P000898,1,2025-01-06T11:34:51
V0013884,U01503,post,P002087,-1,2025-01-06T13:04:23
V0006266,U02777,post,P000360,-1,2025-01-06T15:29:22
V0006344,U02528,post,P002514,1,2025-01-06T16:06:17
V0001111,U01291,post,P001042,1,2025-01-06T17:04:00
V0006183,U02340,comment,CM0005360,1,2025-01-06T17:18:48
V0004651,U01614,post,P002142,1,2025-01-06T20:39:19
V0005228,U01453,post,P002894,1,2025-01-06T21:13:19
V0006657,U01835,post,P002304,1,2025-01-06T22:10:42
V0009905,U00708,post,P002766,1,2025-01-07T02:44:15
V0009491,U01634,post,P002363,1,2025-01-07T05:00:05
V0014232,U01386,post,P001408,1,2025-01-07T08:21:46
V0008919,U02347,post,P001939,1,2025-01-07T10:32:53
V0007922,U00167,post,P000307,1,2025-01-07T10:45:38
V0007240,U02170,post,P000718,-1,2025-01-07T10:49:39
V0013338,U00652,post,P002953,1,2025-01-07T11:58:33
V0008097,U02855,post,P001715,1,2025-01-07T13:15:55
V0012780,U01449,post,P002794,1,2025-01-07T13:51:07
V0007059,U00978,comment,CM0003540,1,2025-01-07T14:37:03
V0010039,U02168,post,P000905,1,2025-01-07T15:42:47
V0000596,U01902,post,P002790,1,2025-01-07T16:28:58
V0008364,U02305,post,P002520,1,2025-01-07T18:13:36
V0010669,U00493,comment,CM0006850,1,2025-01-07T20:12:36
V0002379,U00776,post,P001230,-1,2025-01-07T20:17:01
V0008575,U01726,comment,CM0006824,1,2025-01-07T20:59:44
V0003225,U00900,comment,CM0002103,1,2025-01-07T22:12:47
V0004443,U01913,post,P000277,1,2025-01-08T01:29:48
V0003698,U02554,post,P003255,1,2025-01-08T05:18:25
V0001700,U02838,comment,CM0003530,1,2025-01-08T06:27:16
V0004212,U01935,post,P002916,1,2025-01-08T06:45:09
V0005865,U02933,post,P001173,1,2025-01-08T07:02:01
V0006194,U02271,post,P000250,1,2025-01-08T07:24:57
V0004518,U01978,post,P000959,1,2025-01-08T07:38:13
V0007806,U00769,post,P003091,1,2025-01-08T09:52:03
V0012986,U02641,post,P002759,1,2025-01-08T10:31:23
V0003862,U01212,comment,CM0006974,1,2025-01-08T10:54:57
V0013076,U02331,post,P002689,1,2025-01-08T13:53:37
V0011451,U02844,post,P000780,1,2025-01-08T14:18:53
V0003279,U01387,post,P003508,1,2025-01-08T15:00:30
V0008266,U01605,post,P002993,-1,2025-01-08T16:59:21
V0011927,U02347,post,P003088,1,2025-01-08T17:19:05
V0004832,U02662,post,P002798,1,2025-01-08T17:26:29
V0010044,U02915,post,P002573,1,2025-01-08T17:50:26
V0006832,U01208,post,P003911,1,2025-01-08T18:23:19
V0006858,U00745,post,P003022,1,2025-01-08T18:55:58
V0003409,U01861,post,P000830,1,2025-01-08T20:33:31
V0000511,U01984,post,P003486,1,2025-01-08T23:14:01
V0000705,U02709,post,P001450,1,2025-01-09T00:05:18
V0000232,U00249,post,P002097,1,2025-01-09T00:21:27
V0001753,U00619,post,P003235,1,2025-01-09T04:36:37
V0003869,U00836,post,P000838,1,2025-01-09T04:50:35
V0001799,U01675,post,P002913,1,2025-01-09T04:58:24
V0002403,U00436,post,P003064,1,2025-01-09T06:58:05
V0001208,U02718,comment,CM0005724,1,2025-01-09T07:17:08
V0000389,U01429,comment,CM0006587,1,2025-01-09T08:11:13
V0008243,U01923,post,P000762,1,2025-01-09T09:26:15
V0007464,U00355,post,P001003,1,2025-01-09T09:37:20
V0007044,U02687,post,P003844,1,2025-01-09T09:54:07
V0014260,U01321,post,P001396,-1,2025-01-09T10:24:22
V0004479,U00971,comment,CM0004244,1,2025-01-09T10:39:12
V0008058,U00301,post,P003528,1,2025-01-09T11:31:13
V0001812,U01470,comment,CM0001028,1,2025-01-09T11:34:01
V0008004,U00220,post,P001582,1,2025-01-09T12:11:07
V0005642,U01448,post,P000420,1,2025-01-09T12:44:59
V0004566,U00840,post,P002091,1,2025-01-09T13:07:56
V0007064,U01230,post,P003996,-1,2025-01-09T13:44:06
V0002263,U02237,comment,CM0000271,1,2025-01-09T15:27:41
V0012666,U01483,post,P001488,1,2025-01-09T15:43:28
V0013542,U00689,post,P003721,1,2025-01-09T15:46:43
V0013635,U01206,post,P001331,1,2025-01-09T16:01:33
V0001803,U02571,comment,CM0005342,1,2025-01-09T17:48:28
V0000144,U00609,comment,CM0004751,1,2025-01-09T18:09:48
V0011437,U01404,comment,CM0004689,1,2025-01-09T18:13:14
V0008373,U01282,post,P000233,1,2025-01-09T18:28:21
V0007734,U01957,post,P003917,1,2025-01-09T18:44:15
V0007382,U00325,post,P000952,1,2025-01-09T22:31:46
V0011260,U00640,post,P003639,1,2025-01-09T22:38:38
V0006118,U01085,post,P002634,1,2025-01-10T00:07:22
V0006130,U00686,post,P003991,1,2025-01-10T00:28:36
V0008573,U00641,post,P002587,1,2025-01-10T01:00:35
V0004939,U00460,post,P003618,1,2025-01-10T01:53:33
V0009426,U00638,post,P001939,1,2025-01-10T02:46:21
V0010146,U00036,post,P003167,-1,2025-01-10T02:47:39
V0013619,U02909,comment,CM0005654,-1,2025-01-10T03:50:54
V0007698,U02136,comment,CM0004267,1,2025-01-10T04:51:01
V0004814,U01086,comment,CM0005247,1,2025-01-10T05:27:53
V0013404,U02563,post,P000003,1,2025-01-10T06:23:00
V0003737,U02333,post,P003860,1,2025-01-10T09:19:37
V0009912,U02715,post,P002261,1,2025-01-10T12:07:45
V0002517,U00348,post,P001419,1,2025-01-10T12:34:06
V0007127,U02596,post,P000928,1,2025-01-10T12:51:59
V0010154,U00994,post,P002158,1,2025-01-10T14:21:22
V0013971,U02335,post,P003662,1,2025-01-10T15:33:03
V0006722,U01648,post,P001481,1,2025-01-10T18:35:59
V0014674,U01816,post,P000262,1,2025-01-10T18:55:10
V0006423,U00030,comment,CM0003825,1,2025-01-10T20:05:40
V0004127,U02845,post,P000349,1,2025-01-10T20:48:03
V0008494,U01619,post,P002693,1,2025-01-10T21:26:21
V0005053,U02258,post,P002418,1,2025-01-10T22:21:35
V0001538,U02587,post,P000030,1,2025-01-10T22:22:20
V0010526,U01713,post,P003870,1,2025-01-10T23:17:28
V0014043,U00303,post,P002248,1,2025-01-11T00:33:21
V0007209,U00981,post,P002827,1,2025-01-11T00:39:35
V0009150,U01436,post,P000045,1,2025-01-11T01:33:44
V0008957,U01835,post,P002353,1,2025-01-11T02:01:23
V0008437,U02184,post,P003345,1,2025-01-11T03:14:17
V0012511,U00195,post,P000771,1,2025-01-11T05:06:27
V0009095,U01720,post,P001687,1,2025-01-11T05:06:47
V0005282,U02611,post,P001734,1,2025-01-11T05:29:18
V0004992,U02566,post,P001427,1,2025-01-11T06:16:17
V0001315,U02211,post,P003190,1,2025-01-11T08:20:08
V0008049,U01283,post,P000366,1,2025-01-11T08:34:19
V0003873,U01788,post,P000769,1,2025-01-11T10:01:40
V0012277,U01123,post,P000307,1,2025-01-11T13:43:20
V0002153,U02714,comment,CM0000080,1,2025-01-11T14:09:03
V0000530,U00532,post,P002415,1,2025-01-11T16:44:36
V0011021,U00400,comment,CM0001494,1,2025-01-11T17:30:13
V0009962,U01890,post,P001249,-1,2025-01-11T18:54:11
V0003606,U02998,post,P001248,1,2025-01-11T19:57:06
V0002928,U01292,post,P002731,1,2025-01-11T21:11:24
V0007294,U02476,post,P003256,1,2025-01-12T00:38:05
V0006352,U00603,post,P002239,1,2025-01-12T00:48:22
V0012807,U02830,post,P003806,-1,2025-01-12T01:06:44
V0005551,U00899,post,P000466,-1,2025-01-12T02:53:26
V0014692,U00808,post,P003473,1,2025-01-12T03:09:06
V0005003,U00539,post,P003798,1,2025-01-12T06:50:34
V0013411,U01562,post,P002578,1,2025-01-12T08:31:48
V0003502,U01624,post,P003327,1,2025-01-12T08:55:21
V0003137,U00099,post,P000961,1,2025-01-12T09:29:36
V0011634,U02520,comment,CM0003897,1,2025-01-12T10:35:10
V0013319,U02534,comment,CM0003976,1,2025-01-12T11:32:51
V0003301,U02189,post,P000121,1,2025-01-12T11:59:25
V0005960,U01208,post,P003596,1,2025-01-12T14:05:27
V0008236,U00014,comment,CM0001107,1,2025-01-12T14:37:07
V0001124,U00037,post,P002913,1,2025-01-12T14:54:07
V0007839,U00539,post,P002029,1,2025-01-12T17:02:42
V0014359,U02181,comment,CM0002238,1,2025-01-12T19:02:57
V0011500,U02751,post,P003837,1,2025-01-12T19:11:33
V0005236,U01953,post,P000863,1,2025-01-12T21:19:36
V0012423,U02918,post,P002031,1,2025-01-12T22:43:39
V0001011,U02028,post,P001403,1,2025-01-13T00:49:29
V0009834,U02614,post,P001157,1,2025-01-13T00:54:21
V0005980,U01173,post,P001254,1,2025-01-13T01:48:32
V0012194,U01499,comment,CM0003499,1,2025-01-13T01:55:27
V0004142,U01989,post,P000825,1,2025-01-13T02:00:39
V0002150,U00094,post,P000529,1,2025-01-13T02:17:55
V0012849,U01068,comment,CM0005157,-1,2025-01-13T05:11:35
V0005747,U02255,comment,CM0001990,1,2025-01-13T09:03:50
V0005338,U01747,post,P002067,1,2025-01-13T10:01:34
V0001359,U01785,comment,CM0005816,-1,2025-01-13T10:38:51
V0004435,U02698,post,P003054,1,2025-01-13T11:20:34
V0002501,U02435,post,P003660,-1,2025-01-13T13:21:31
V0003842,U00798,post,P001730,1,2025-01-13T14:06:14
V0003307,U01753,comment,CM0001159,1,2025-01-13T16:03:32
V0012433,U02794,comment,CM0003331,1,2025-01-13T16:11:46
V0002563,U01145,post,P003940,-1,2025-01-13T17:47:50
V0013584,U02505,post,P000774,1,2025-01-13T18:38:50
V0011508,U00250,post,P000115,1,2025-01-13T18:48:40
V0005711,U01015,comment,CM0003902,1,2025-01-13T19:10:33
V0004655,U01554,post,P002907,1,2025-01-13T22:01:21
V0002377,U00568,post,P002872,1,2025-01-13T22:28:34
V0005361,U02086,post,P002120,1,2025-01-13T22:36:55
V0013203,U02004,post,P001514,1,2025-01-13T23:43:13
V0006219,U00527,post,P003690,1,2025-01-13T23:50:32
V0004789,U02916,post,P003136,1,2025-01-14T00:58:52
V0009862,U02435,post,P001734,1,2025-01-14T01:33:08
V0005895,U01931,post,P000498,1,2025-01-14T02:29:18
V0002757,U01449,post,P000515,-1,2025-01-14T03:19:54
V0014574,U00015,comment,CM0005898,1,2025-01-14T03:21:34
V0006941,U00920,comment,CM0005018,1,2025-01-14T04:04:56
V0002193,U01940,post,P000321,1,2025-01-14T04:07:30
V0001001,U01700,post,P001631,1,2025-01-14T05:20:13
V0010784,U02449,post,P000419,1,2025-01-14T06:37:51
V0002068,U02935,post,P000065,1,2025-01-14T09:47:42
V0000740,U02999,post,P001774,1,2025-01-14T10:01:50
V0012343,U01995,comment,CM0004426,1,2025-01-14T10:02:23
V0008285,U00666,post,P002271,1,2025-01-14T11:49:45
V0010473,U00504,comment,CM0004289,1,2025-01-14T11:51:54
V0008226,U00302,post,P003116,1,2025-01-14T12:19:23
V0006904,U01115,comment,CM0000387,1,2025-01-14T14:39:30
V0014634,U02524,post,P002753,1,2025-01-14T14:41:00
V0006034,U01748,post,P001803,1,2025-01-14T16:07:04
V0012486,U01810,post,P003315,1,2025-01-14T16:11:51
V0009642,U01182,post,P001355,-1,2025-01-14T17:20:35
V0002346,U00722,post,P001538,1,2025-01-14T17:47:43
V0013047,U00465,post,P001208,1,2025-01-14T17:49:43
V0000606,U01020,post,P003591,1,2025-01-14T18:14:27
V0006759,U00964,post,P000941,-1,2025-01-14T18:54:18
V0007007,U00646,comment,CM0005053,-1,2025-01-14T22:20:14
V0004582,U01367,post,P002500,1,2025-01-14T23:37:14
V0007408,U01078,comment,CM0002042,1,2025-01-15T02:21:49
V0000514,U01492,post,P001120,1,2025-01-15T02:27:00
V0004540,U02209,post,P003015,1,2025-01-15T03:53:30
V0012988,U01680,comment,CM0005726,-1,2025-01-15T04:44:18
V0010418,U00240,comment,CM0003094,1,2025-01-15T06:25:57
V0002053,U01392,post,P003850,1,2025-01-15T06:42:15
V0002584,U02050,post,P002974,1,2025-01-15T09:21:49
V0004788,U02661,post,P000015,1,2025-01-15T10:11:03
V0007075,U02357,post,P000768,1,2025-01-15T10:19:32
V0009845,U00028,post,P002684,1,2025-01-15T10:23:57
V0004681,U02287,post,P001175,1,2025-01-15T10:45:46
V0005539,U02875,post,P003211,1,2025-01-15T11:58:27
V0014036,U02153,post,P003900,1,2025-01-15T12:53:21
V0013303,U01270,post,P003150,-1,2025-01-15T13:00:44
V0007494,U02383,post,P000048,1,2025-01-15T13:01:28
V0003324,U00899,comment,CM0004263,-1,2025-01-15T16:07:07
V0008085,U01468,post,P003501,1,2025-01-15T16:21:07
V0014549,U00149,post,P000588,1,2025-01-15T18:51:55
V0008213,U01101,post,P000775,1,2025-01-15T20:03:14
V0000376,U02710,post,P000374,1,2025-01-15T20:42:25
V0003404,U00674,comment,CM0005030,1,2025-01-15T21:22:05
V0002437,U00812,comment,CM0000729,1,2025-01-15T22:25:41
V0012466,U01193,comment,CM0002174,1,2025-01-15T22:49:43
V0003607,U00578,comment,CM0005590,-1,2025-01-16T00:32:04
V0008831,U00309,post,P003004,-1,2025-01-16T00:50:23
V0000604,U02216,post,P000694,1,2025-01-16T02:52:16
V0001418,U00352,post,P000227,1,2025-01-16T03:41:34
V0001919,U01471,post,P003599,1,2025-01-16T03:46:26
V0008123,U01261,post,P002019,1,2025-01-16T04:11:41
V0014929,U02033,comment,CM0003125,1,2025-01-16T04:17:52
V0012427,U01968,post,P001198,1,2025-01-16T05:22:04
V0003723,U00509,comment,CM0003328,1,2025-01-16T08:26:12
V0011914,U01897,post,P003561,1,2025-01-16T10:35:04
V0011073,U02912,post,P002921,1,2025-01-16T11:19:08
V0014120,U00554,comment,CM0002604,1,2025-01-16T11:39:06
V0001761,U00862,comment,CM0002156,1,2025-01-16T12:40:57
V0005174,U02180,comment,CM0000014,1,2025-01-16T12:45:08
V0006848,U00009,post,P001046,1,2025-01-16T13:26:45
V0009713,U02618,comment,CM0003664,1,2025-01-16T13:46:39
V0011378,U02490,comment,CM0002553,1,2025-01-16T14:01:21
V0008933,U00135,post,P003596,1,2025-01-16T14:08:51
V0002558,U01533,post,P003980,1,2025-01-16T15:20:00
V0008067,U01279,post,P002746,1,2025-01-16T15:25:07
V0006516,U00861,post,P001649,1,2025-01-16T15:55:30
V0000478,U00141,post,P002747,1,2025-01-16T17:15:09
V0010190,U02217,post,P002606,1,2025-01-16T18:27:38
V0013922,U02239,comment,CM0003032,-1,2025-01-16T19:09:17
V0014798,U02421,post,P003784,-1,2025-01-16T19:46:29
V0011083,U00771,comment,CM0003538,1,2025-01-16T20:11:13
V0009831,U02417,post,P000141,1,2025-01-16T22:35:55
V0011562,U00188,post,P002764,1,2025-01-16T23:02:27
V0007394,U02507,post,P002897,1,2025-01-16T23:19:47
V0001650,U01296,comment,CM0003070,1,2025-01-16T23:27:57
V0007969,U01522,post,P000292,1,2025-01-17T02:17:19
V0009639,U02375,post,P003404,1,2025-01-17T02:30:23
V0009262,U02661,comment,CM0003798,1,2025-01-17T04:16:52
V0004028,U02096,post,P000277,-1,2025-01-17T05:43:58
V0009356,U00834,comment,CM0006997,1,2025-01-17T05:50:40
V0008168,U00924,post,P000008,1,2025-01-17T05:54:08
V0002856,U00550,post,P003287,1,2025-01-17T06:17:01
V0014936,U01213,comment,CM0006147,1,2025-01-17T06:34:01
V0001600,U02905,comment,CM0002313,1,2025-01-17T08:28:10
V0000841,U00003,comment,CM0006709,1,2025-01-17T10:17:44
V0009453,U00492,post,P000370,1,2025-01-17T11:14:52
V0001756,U01106,post,P001433,1,2025-01-17T11:19:22
V0000774,U02235,post,P003251,1,2025-01-17T14:04:41
V0007587,U00674,post,P001648,1,2025-01-17T14:08:59
V0010408,U01499,post,P001797,1,2025-01-17T15:12:39
V0000523,U00944,post,P002910,-1,2025-01-17T15:13:49
V0006804,U00743,comment,CM0000105,1,2025-01-17T15:41:26
V0005724,U01595,post,P000294,1,2025-01-17T16:41:24
V0004991,U00304,post,P000701,1,2025-01-17T17:51:08
V0003084,U01630,comment,CM0001589,1,2025-01-17T17:54:20
V0009920,U01921,post,P003424,1,2025-01-17T17:59:59
V0000848,U01543,comment,CM0000507,1,2025-01-17T18:16:41
V0006529,U00864,post,P000217,1,2025-01-17T19:16:01
V0010391,U02397,comment,CM0003824,1,2025-01-17T20:06:58
V0013844,U01938,post,P000625,1,2025-01-17T20:25:10
V0012711,U02247,comment,CM0003162,1,2025-01-17T21:08:41
V0003720,U00246,post,P002085,1,2025-01-17T22:13:14
V0013581,U01521,post,P000593,1,2025-01-17T22:26:20
V0014578,U00565,post,P001671,1,2025-01-17T22:35:58
V0006043,U02763,comment,CM0002716,1,2025-01-17T22:50:52
V0005610,U00594,post,P000794,1,2025-01-17T23:30:50
V0008861,U00061,comment,CM0001945,1,2025-01-17T23:49:37
V0000269,U02877,comment,CM0002754,1,2025-01-18T00:04:54
V0007660,U02478,post,P001886,1,2025-01-18T00:29:46
V0011670,U02923,post,P000235,-1,2025-01-18T01:26:34
V0007539,U01551,post,P000736,1,2025-01-18T01:48:36
V0014019,U01933,post,P000864,1,2025-01-18T02:22:32
V0012059,U02708,post,P002326,1,2025-01-18T02:35:23
V0006064,U02156,comment,CM0004355,1,2025-01-18T02:46:35
V0011881,U00962,post,P000905,1,2025-01-18T03:38:48
V0007889,U02239,comment,CM0006430,1,2025-01-18T05:43:01
V0006580,U00752,comment,CM0001290,1,2025-01-18T07:35:04
V0001596,U01002,post,P001691,1,2025-01-18T09:05:21
V0012144,U00245,post,P001551,1,2025-01-18T09:45:19
V0004905,U00950,post,P000118,1,2025-01-18T09:57:07
V0008822,U01081,post,P002300,-1,2025-01-18T10:37:19
V0000322,U00548,post,P002549,1,2025-01-18T10:45:28
V0009809,U02801,comment,CM0000837,1,2025-01-18T11:29:50
V0004236,U01707,post,P003192,-1,2025-01-18T12:29:44
V0003675,U01077,comment,CM0003947,1,2025-01-18T13:46:37
V0008336,U02027,post,P000629,-1,2025-01-18T13:50:46
V0013190,U01274,post,P002501,1,2025-01-18T14:09:17
V0003534,U01898,comment,CM0001071,1,2025-01-18T14:42:40
V0008814,U02888,comment,CM0001275,1,2025-01-18T15:05:45
V0010205,U01193,post,P000579,1,2025-01-18T15:46:59
V0003679,U01508,post,P001746,1,2025-01-18T16:44:32
V0008081,U01798,comment,CM0000913,1,2025-01-18T16:50:29
V0001259,U01526,post,P002507,-1,2025-01-18T17:37:38
V0008128,U02993,post,P000533,1,2025-01-18T19:13:47
V0003848,U02231,comment,CM0003845,1,2025-01-18T20:47:57
V0010019,U02152,post,P001756,1,2025-01-18T21:47:30
V0002920,U00247,post,P003676,1,2025-01-18T22:05:33
V0003378,U00892,comment,CM0005744,1,2025-01-18T22:14:04
V0010723,U02738,post,P000235,1,2025-01-18T22:37:02
V0010398,U02000,post,P003454,1,2025-01-18T23:46:55
V0007316,U00446,post,P003554,1,2025-01-19T02:19:50
V0012728,U02050,comment,CM0006695,1,2025-01-19T04:42:58
V0013905,U02682,comment,CM0006630,1,2025-01-19T04:44:14
V0007929,U02945,post,P002294,1,2025-01-19T06:47:43
V0000600,U01975,comment,CM0001754,1,2025-01-19T07:39:38
V0006191,U01981,post,P000859,1,2025-01-19T08:48:13
V0011630,U02762,post,P003128,1,2025-01-19T09:11:51
V0009893,U01559,post,P003241,1,2025-01-19T09:30:31
V0001206,U00202,comment,CM0002274,1,2025-01-19T09:42:17
V0013654,U02981,post,P001036,-1,2025-01-19T12:15:14
V0014213,U01963,comment,CM0000120,1,2025-01-19T12:47:47
V0006600,U01740,post,P003311,1,2025-01-19T14:46:05
V0005892,U02930,post,P002316,1,2025-01-19T15:25:54
V0011595,U01116,post,P003604,-1,2025-01-19T19:05:25
V0009715,U01245,post,P000925,1,2025-01-19T19:39:12
V0000850,U01369,post,P001977,1,2025-01-19T19:47:30
V0002432,U00392,post,P000840,1,2025-01-19T20:49:17
V0013184,U00061,post,P002231,-1,2025-01-20T01:36:39
V0005172,U01804,comment,CM0003345,1,2025-01-20T02:38:07
V0010979,U02911,post,P001189,-1,2025-01-20T04:07:12
V0009425,U01162,post,P002616,1,2025-01-20T04:55:05
V0001785,U02838,post,P003511,1,2025-01-20T05:58:38
V0014205,U02554,post,P003078,1,2025-01-20T06:31:24
V0001925,U01163,comment,CM0005048,1,2025-01-20T06:40:47
V0001392,U02308,post,P000628,1,2025-01-20T07:05:15
V0014523,U01349,post,P003768,1,2025-01-20T07:40:21
V0013772,U02911,post,P001026,1,2025-01-20T11:14:33
V0012183,U00454,post,P002034,1,2025-01-20T12:24:43
V0009857,U00507,post,P003023,1,2025-01-20T14:44:13
V0010937,U01061,post,P000080,1,2025-01-20T16:48:45
V0002734,U01270,comment,CM0001736,1,2025-01-20T17:23:37
V0014876,U01063,comment,CM0001588,1,2025-01-20T19:33:21
V0002017,U01038,post,P001561,1,2025-01-20T19:39:26
V0008106,U02682,post,P002277,1,2025-01-20T20:23:00
V0003816,U00686,post,P002937,1,2025-01-20T21:57:41
V0010579,U02542,post,P001651,-1,2025-01-20T22:14:04
V0007202,U02505,comment,CM0001858,1,2025-01-20T23:54:26
V0010225,U01307,post,P003590,1,2025-01-20T23:57:23
V0003899,U01530,post,P002476,1,2025-01-21T01:08:17
V0004390,U01908,post,P001532,1,2025-01-21T01:14:12
V0010297,U02716,post,P000702,1,2025-01-21T01:19:13
V0002765,U00908,post,P002466,1,2025-01-21T01:26:14
V0007463,U01522,post,P002305,1,2025-01-21T02:28:01
V0014996,U02230,post,P002473,1,2025-01-21T03:49:53
V0003591,U00738,post,P001171,1,2025-01-21T06:32:48
V0004613,U00769,post,P000444,1,2025-01-21T08:21:07
V0008553,U02635,post,P000906,-1,2025-01-21T09:10:43
V0002619,U01257,post,P002605,1,2025-01-21T09:35:44
V0000229,U02567,post,P001672,1,2025-01-21T09:40:32
V0002229,U01203,comment,CM0005999,1,2025-01-21T10:02:44
V0005158,U02383,post,P001143,1,2025-01-21T11:02:58
V0005020,U01337,post,P000535,1,2025-01-21T12:43:22
V0003058,U00513,comment,CM0004413,1,2025-01-21T13:03:14
V0003646,U01252,comment,CM0001204,1,2025-01-21T13:17:56
V0006710,U02664,post,P001709,1,2025-01-21T13:32:54
V0006606,U02350,post,P002725,1,2025-01-21T14:21:19
V0006489,U02146,post,P000499,1,2025-01-21T15:04:42
V0003828,U02643,post,P002773,1,2025-01-21T15:12:37
V0001721,U01188,comment,CM0004416,1,2025-01-21T16:53:46
V0004454,U00153,post,P001335,1,2025-01-21T16:55:43
V0009277,U01747,comment,CM0003604,1,2025-01-21T19:39:02
V0002222,U02275,post,P003246,-1,2025-01-21T20:21:22
V0009988,U01413,comment,CM0002455,-1,2025-01-21T21:24:25
V0008949,U01582,post,P002218,1,2025-01-21T22:51:19
V0009958,U02711,post,P003432,1,2025-01-21T23:06:42
